Year,Quarter,Month,Day,Days in Week,Days in Week Sort,IsCurrentYear,Month,MonthNumber1,QuarterNumber,weekNumber,Year
2009,Qtr 3,August,25,Tue,2,No,Aug,8,3,35,2009
2009,Qtr 3,August,26,Wed,3,No,Aug,8,3,35,2009
2009,Qtr 3,August,27,Thu,4,No,Aug,8,3,35,2009
2009,Qtr 3,August,28,Fri,5,No,Aug,8,3,35,2009
2009,Qtr 3,August,29,Sat,6,No,Aug,8,3,35,2009
2009,Qtr 3,August,30,Sun,7,No,Aug,8,3,36,2009
2009,Qtr 3,August,31,Mon,1,No,Aug,8,3,36,2009
2009,Qtr 3,September,1,Tue,2,No,Sep,9,3,36,2009
2009,Qtr 3,September,2,Wed,3,No,Sep,9,3,36,2009
2009,Qtr 3,September,3,Thu,4,No,Sep,9,3,36,2009
2009,Qtr 3,September,4,Fri,5,No,Sep,9,3,36,2009
2009,Qtr 3,September,5,Sat,6,No,Sep,9,3,36,2009
2009,Qtr 3,September,6,Sun,7,No,Sep,9,3,37,2009
2009,Qtr 3,September,7,Mon,1,No,Sep,9,3,37,2009
2009,Qtr 3,September,8,Tue,2,No,Sep,9,3,37,2009
2009,Qtr 3,September,9,Wed,3,No,Sep,9,3,37,2009
2009,Qtr 3,September,10,Thu,4,No,Sep,9,3,37,2009
2009,Qtr 3,September,11,Fri,5,No,Sep,9,3,37,2009
2009,Qtr 3,September,12,Sat,6,No,Sep,9,3,37,2009
2009,Qtr 3,September,13,Sun,7,No,Sep,9,3,38,2009
2009,Qtr 3,September,14,Mon,1,No,Sep,9,3,38,2009
2009,Qtr 3,September,15,Tue,2,No,Sep,9,3,38,2009
2009,Qtr 3,September,16,Wed,3,No,Sep,9,3,38,2009
2009,Qtr 3,September,17,Thu,4,No,Sep,9,3,38,2009
2009,Qtr 3,September,18,Fri,5,No,Sep,9,3,38,2009
2009,Qtr 3,September,19,Sat,6,No,Sep,9,3,38,2009
2009,Qtr 3,September,20,Sun,7,No,Sep,9,3,39,2009
2009,Qtr 3,September,21,Mon,1,No,Sep,9,3,39,2009
2009,Qtr 3,September,22,Tue,2,No,Sep,9,3,39,2009
2009,Qtr 3,September,23,Wed,3,No,Sep,9,3,39,2009
2009,Qtr 3,September,24,Thu,4,No,Sep,9,3,39,2009
2009,Qtr 3,September,25,Fri,5,No,Sep,9,3,39,2009
2009,Qtr 3,September,26,Sat,6,No,Sep,9,3,39,2009
2009,Qtr 3,September,27,Sun,7,No,Sep,9,3,40,2009
2009,Qtr 3,September,28,Mon,1,No,Sep,9,3,40,2009
2009,Qtr 3,September,29,Tue,2,No,Sep,9,3,40,2009
2009,Qtr 3,September,30,Wed,3,No,Sep,9,3,40,2009
2009,Qtr 4,October,1,Thu,4,No,Oct,10,4,40,2009
2009,Qtr 4,October,2,Fri,5,No,Oct,10,4,40,2009
2009,Qtr 4,October,3,Sat,6,No,Oct,10,4,40,2009
2009,Qtr 4,October,4,Sun,7,No,Oct,10,4,41,2009
2009,Qtr 4,October,5,Mon,1,No,Oct,10,4,41,2009
2009,Qtr 4,October,6,Tue,2,No,Oct,10,4,41,2009
2009,Qtr 4,October,7,Wed,3,No,Oct,10,4,41,2009
2009,Qtr 4,October,8,Thu,4,No,Oct,10,4,41,2009
2009,Qtr 4,October,9,Fri,5,No,Oct,10,4,41,2009
2009,Qtr 4,October,10,Sat,6,No,Oct,10,4,41,2009
2009,Qtr 4,October,11,Sun,7,No,Oct,10,4,42,2009
2009,Qtr 4,October,12,Mon,1,No,Oct,10,4,42,2009
2009,Qtr 4,October,13,Tue,2,No,Oct,10,4,42,2009
2009,Qtr 4,October,14,Wed,3,No,Oct,10,4,42,2009
2009,Qtr 4,October,15,Thu,4,No,Oct,10,4,42,2009
2009,Qtr 4,October,16,Fri,5,No,Oct,10,4,42,2009
2009,Qtr 4,October,17,Sat,6,No,Oct,10,4,42,2009
2009,Qtr 4,October,18,Sun,7,No,Oct,10,4,43,2009
2009,Qtr 4,October,19,Mon,1,No,Oct,10,4,43,2009
2009,Qtr 4,October,20,Tue,2,No,Oct,10,4,43,2009
2009,Qtr 4,October,21,Wed,3,No,Oct,10,4,43,2009
2009,Qtr 4,October,22,Thu,4,No,Oct,10,4,43,2009
2009,Qtr 4,October,23,Fri,5,No,Oct,10,4,43,2009
2009,Qtr 4,October,24,Sat,6,No,Oct,10,4,43,2009
2009,Qtr 4,October,25,Sun,7,No,Oct,10,4,44,2009
2009,Qtr 4,October,26,Mon,1,No,Oct,10,4,44,2009
2009,Qtr 4,October,27,Tue,2,No,Oct,10,4,44,2009
2009,Qtr 4,October,28,Wed,3,No,Oct,10,4,44,2009
2009,Qtr 4,October,29,Thu,4,No,Oct,10,4,44,2009
2009,Qtr 4,October,30,Fri,5,No,Oct,10,4,44,2009
2009,Qtr 4,October,31,Sat,6,No,Oct,10,4,44,2009
2009,Qtr 4,November,1,Sun,7,No,Nov,11,4,45,2009
2009,Qtr 4,November,2,Mon,1,No,Nov,11,4,45,2009
2009,Qtr 4,November,3,Tue,2,No,Nov,11,4,45,2009
2009,Qtr 4,November,4,Wed,3,No,Nov,11,4,45,2009
2009,Qtr 4,November,5,Thu,4,No,Nov,11,4,45,2009
2009,Qtr 4,November,6,Fri,5,No,Nov,11,4,45,2009
2009,Qtr 4,November,7,Sat,6,No,Nov,11,4,45,2009
2009,Qtr 4,November,8,Sun,7,No,Nov,11,4,46,2009
2009,Qtr 4,November,9,Mon,1,No,Nov,11,4,46,2009
2009,Qtr 4,November,10,Tue,2,No,Nov,11,4,46,2009
2009,Qtr 4,November,11,Wed,3,No,Nov,11,4,46,2009
2009,Qtr 4,November,12,Thu,4,No,Nov,11,4,46,2009
2009,Qtr 4,November,13,Fri,5,No,Nov,11,4,46,2009
2009,Qtr 4,November,14,Sat,6,No,Nov,11,4,46,2009
2009,Qtr 4,November,15,Sun,7,No,Nov,11,4,47,2009
2009,Qtr 4,November,16,Mon,1,No,Nov,11,4,47,2009
2009,Qtr 4,November,17,Tue,2,No,Nov,11,4,47,2009
2009,Qtr 4,November,18,Wed,3,No,Nov,11,4,47,2009
2009,Qtr 4,November,19,Thu,4,No,Nov,11,4,47,2009
2009,Qtr 4,November,20,Fri,5,No,Nov,11,4,47,2009
2009,Qtr 4,November,21,Sat,6,No,Nov,11,4,47,2009
2009,Qtr 4,November,22,Sun,7,No,Nov,11,4,48,2009
2009,Qtr 4,November,23,Mon,1,No,Nov,11,4,48,2009
2009,Qtr 4,November,24,Tue,2,No,Nov,11,4,48,2009
2009,Qtr 4,November,25,Wed,3,No,Nov,11,4,48,2009
2009,Qtr 4,November,26,Thu,4,No,Nov,11,4,48,2009
2009,Qtr 4,November,27,Fri,5,No,Nov,11,4,48,2009
2009,Qtr 4,November,28,Sat,6,No,Nov,11,4,48,2009
2009,Qtr 4,November,29,Sun,7,No,Nov,11,4,49,2009
2009,Qtr 4,November,30,Mon,1,No,Nov,11,4,49,2009
2009,Qtr 4,December,1,Tue,2,No,Dec,12,4,49,2009
2009,Qtr 4,December,2,Wed,3,No,Dec,12,4,49,2009
2009,Qtr 4,December,3,Thu,4,No,Dec,12,4,49,2009
2009,Qtr 4,December,4,Fri,5,No,Dec,12,4,49,2009
2009,Qtr 4,December,5,Sat,6,No,Dec,12,4,49,2009
2009,Qtr 4,December,6,Sun,7,No,Dec,12,4,50,2009
2009,Qtr 4,December,7,Mon,1,No,Dec,12,4,50,2009
2009,Qtr 4,December,8,Tue,2,No,Dec,12,4,50,2009
2009,Qtr 4,December,9,Wed,3,No,Dec,12,4,50,2009
2009,Qtr 4,December,10,Thu,4,No,Dec,12,4,50,2009
2009,Qtr 4,December,11,Fri,5,No,Dec,12,4,50,2009
2009,Qtr 4,December,12,Sat,6,No,Dec,12,4,50,2009
2009,Qtr 4,December,13,Sun,7,No,Dec,12,4,51,2009
2009,Qtr 4,December,14,Mon,1,No,Dec,12,4,51,2009
2009,Qtr 4,December,15,Tue,2,No,Dec,12,4,51,2009
2009,Qtr 4,December,16,Wed,3,No,Dec,12,4,51,2009
2009,Qtr 4,December,17,Thu,4,No,Dec,12,4,51,2009
2009,Qtr 4,December,18,Fri,5,No,Dec,12,4,51,2009
2009,Qtr 4,December,19,Sat,6,No,Dec,12,4,51,2009
2009,Qtr 4,December,20,Sun,7,No,Dec,12,4,52,2009
2009,Qtr 4,December,21,Mon,1,No,Dec,12,4,52,2009
2009,Qtr 4,December,22,Tue,2,No,Dec,12,4,52,2009
2009,Qtr 4,December,23,Wed,3,No,Dec,12,4,52,2009
2009,Qtr 4,December,24,Thu,4,No,Dec,12,4,52,2009
2009,Qtr 4,December,25,Fri,5,No,Dec,12,4,52,2009
2009,Qtr 4,December,26,Sat,6,No,Dec,12,4,52,2009
2009,Qtr 4,December,27,Sun,7,No,Dec,12,4,53,2009
2009,Qtr 4,December,28,Mon,1,No,Dec,12,4,53,2009
2009,Qtr 4,December,29,Tue,2,No,Dec,12,4,53,2009
2009,Qtr 4,December,30,Wed,3,No,Dec,12,4,53,2009
2009,Qtr 4,December,31,Thu,4,No,Dec,12,4,53,2009
2010,Qtr 1,January,1,Fri,5,No,Jan,1,1,1,2010
2010,Qtr 1,January,2,Sat,6,No,Jan,1,1,1,2010
2010,Qtr 1,January,3,Sun,7,No,Jan,1,1,2,2010
2010,Qtr 1,January,4,Mon,1,No,Jan,1,1,2,2010
2010,Qtr 1,January,5,Tue,2,No,Jan,1,1,2,2010
2010,Qtr 1,January,6,Wed,3,No,Jan,1,1,2,2010
2010,Qtr 1,January,7,Thu,4,No,Jan,1,1,2,2010
2010,Qtr 1,January,8,Fri,5,No,Jan,1,1,2,2010
2010,Qtr 1,January,9,Sat,6,No,Jan,1,1,2,2010
2010,Qtr 1,January,10,Sun,7,No,Jan,1,1,3,2010
2010,Qtr 1,January,11,Mon,1,No,Jan,1,1,3,2010
2010,Qtr 1,January,12,Tue,2,No,Jan,1,1,3,2010
2010,Qtr 1,January,13,Wed,3,No,Jan,1,1,3,2010
2010,Qtr 1,January,14,Thu,4,No,Jan,1,1,3,2010
2010,Qtr 1,January,15,Fri,5,No,Jan,1,1,3,2010
2010,Qtr 1,January,16,Sat,6,No,Jan,1,1,3,2010
2010,Qtr 1,January,17,Sun,7,No,Jan,1,1,4,2010
2010,Qtr 1,January,18,Mon,1,No,Jan,1,1,4,2010
2010,Qtr 1,January,19,Tue,2,No,Jan,1,1,4,2010
2010,Qtr 1,January,20,Wed,3,No,Jan,1,1,4,2010
2010,Qtr 1,January,21,Thu,4,No,Jan,1,1,4,2010
2010,Qtr 1,January,22,Fri,5,No,Jan,1,1,4,2010
2010,Qtr 1,January,23,Sat,6,No,Jan,1,1,4,2010
2010,Qtr 1,January,24,Sun,7,No,Jan,1,1,5,2010
2010,Qtr 1,January,25,Mon,1,No,Jan,1,1,5,2010
2010,Qtr 1,January,26,Tue,2,No,Jan,1,1,5,2010
2010,Qtr 1,January,27,Wed,3,No,Jan,1,1,5,2010
2010,Qtr 1,January,28,Thu,4,No,Jan,1,1,5,2010
2010,Qtr 1,January,29,Fri,5,No,Jan,1,1,5,2010
2010,Qtr 1,January,30,Sat,6,No,Jan,1,1,5,2010
2010,Qtr 1,January,31,Sun,7,No,Jan,1,1,6,2010
2010,Qtr 1,February,1,Mon,1,No,Feb,2,1,6,2010
2010,Qtr 1,February,2,Tue,2,No,Feb,2,1,6,2010
2010,Qtr 1,February,3,Wed,3,No,Feb,2,1,6,2010
2010,Qtr 1,February,4,Thu,4,No,Feb,2,1,6,2010
2010,Qtr 1,February,5,Fri,5,No,Feb,2,1,6,2010
2010,Qtr 1,February,6,Sat,6,No,Feb,2,1,6,2010
2010,Qtr 1,February,7,Sun,7,No,Feb,2,1,7,2010
2010,Qtr 1,February,8,Mon,1,No,Feb,2,1,7,2010
2010,Qtr 1,February,9,Tue,2,No,Feb,2,1,7,2010
2010,Qtr 1,February,10,Wed,3,No,Feb,2,1,7,2010
2010,Qtr 1,February,11,Thu,4,No,Feb,2,1,7,2010
2010,Qtr 1,February,12,Fri,5,No,Feb,2,1,7,2010
2010,Qtr 1,February,13,Sat,6,No,Feb,2,1,7,2010
2010,Qtr 1,February,14,Sun,7,No,Feb,2,1,8,2010
2010,Qtr 1,February,15,Mon,1,No,Feb,2,1,8,2010
2010,Qtr 1,February,16,Tue,2,No,Feb,2,1,8,2010
2010,Qtr 1,February,17,Wed,3,No,Feb,2,1,8,2010
2010,Qtr 1,February,18,Thu,4,No,Feb,2,1,8,2010
2010,Qtr 1,February,19,Fri,5,No,Feb,2,1,8,2010
2010,Qtr 1,February,20,Sat,6,No,Feb,2,1,8,2010
2010,Qtr 1,February,21,Sun,7,No,Feb,2,1,9,2010
2010,Qtr 1,February,22,Mon,1,No,Feb,2,1,9,2010
2010,Qtr 1,February,23,Tue,2,No,Feb,2,1,9,2010
2010,Qtr 1,February,24,Wed,3,No,Feb,2,1,9,2010
2010,Qtr 1,February,25,Thu,4,No,Feb,2,1,9,2010
2010,Qtr 1,February,26,Fri,5,No,Feb,2,1,9,2010
2010,Qtr 1,February,27,Sat,6,No,Feb,2,1,9,2010
2010,Qtr 1,February,28,Sun,7,No,Feb,2,1,10,2010
2010,Qtr 1,March,1,Mon,1,No,Mar,3,1,10,2010
2010,Qtr 1,March,2,Tue,2,No,Mar,3,1,10,2010
2010,Qtr 1,March,3,Wed,3,No,Mar,3,1,10,2010
2010,Qtr 1,March,4,Thu,4,No,Mar,3,1,10,2010
2010,Qtr 1,March,5,Fri,5,No,Mar,3,1,10,2010
2010,Qtr 1,March,6,Sat,6,No,Mar,3,1,10,2010
2010,Qtr 1,March,7,Sun,7,No,Mar,3,1,11,2010
2010,Qtr 1,March,8,Mon,1,No,Mar,3,1,11,2010
2010,Qtr 1,March,9,Tue,2,No,Mar,3,1,11,2010
2010,Qtr 1,March,10,Wed,3,No,Mar,3,1,11,2010
2010,Qtr 1,March,11,Thu,4,No,Mar,3,1,11,2010
2010,Qtr 1,March,12,Fri,5,No,Mar,3,1,11,2010
2010,Qtr 1,March,13,Sat,6,No,Mar,3,1,11,2010
2010,Qtr 1,March,14,Sun,7,No,Mar,3,1,12,2010
2010,Qtr 1,March,15,Mon,1,No,Mar,3,1,12,2010
2010,Qtr 1,March,16,Tue,2,No,Mar,3,1,12,2010
2010,Qtr 1,March,17,Wed,3,No,Mar,3,1,12,2010
2010,Qtr 1,March,18,Thu,4,No,Mar,3,1,12,2010
2010,Qtr 1,March,19,Fri,5,No,Mar,3,1,12,2010
2010,Qtr 1,March,20,Sat,6,No,Mar,3,1,12,2010
2010,Qtr 1,March,21,Sun,7,No,Mar,3,1,13,2010
2010,Qtr 1,March,22,Mon,1,No,Mar,3,1,13,2010
2010,Qtr 1,March,23,Tue,2,No,Mar,3,1,13,2010
2010,Qtr 1,March,24,Wed,3,No,Mar,3,1,13,2010
2010,Qtr 1,March,25,Thu,4,No,Mar,3,1,13,2010
2010,Qtr 1,March,26,Fri,5,No,Mar,3,1,13,2010
2010,Qtr 1,March,27,Sat,6,No,Mar,3,1,13,2010
2010,Qtr 1,March,28,Sun,7,No,Mar,3,1,14,2010
2010,Qtr 1,March,29,Mon,1,No,Mar,3,1,14,2010
2010,Qtr 1,March,30,Tue,2,No,Mar,3,1,14,2010
2010,Qtr 1,March,31,Wed,3,No,Mar,3,1,14,2010
2010,Qtr 2,April,1,Thu,4,No,Apr,4,2,14,2010
2010,Qtr 2,April,2,Fri,5,No,Apr,4,2,14,2010
2010,Qtr 2,April,3,Sat,6,No,Apr,4,2,14,2010
2010,Qtr 2,April,4,Sun,7,No,Apr,4,2,15,2010
2010,Qtr 2,April,5,Mon,1,No,Apr,4,2,15,2010
2010,Qtr 2,April,6,Tue,2,No,Apr,4,2,15,2010
2010,Qtr 2,April,7,Wed,3,No,Apr,4,2,15,2010
2010,Qtr 2,April,8,Thu,4,No,Apr,4,2,15,2010
2010,Qtr 2,April,9,Fri,5,No,Apr,4,2,15,2010
2010,Qtr 2,April,10,Sat,6,No,Apr,4,2,15,2010
2010,Qtr 2,April,11,Sun,7,No,Apr,4,2,16,2010
2010,Qtr 2,April,12,Mon,1,No,Apr,4,2,16,2010
2010,Qtr 2,April,13,Tue,2,No,Apr,4,2,16,2010
2010,Qtr 2,April,14,Wed,3,No,Apr,4,2,16,2010
2010,Qtr 2,April,15,Thu,4,No,Apr,4,2,16,2010
2010,Qtr 2,April,16,Fri,5,No,Apr,4,2,16,2010
2010,Qtr 2,April,17,Sat,6,No,Apr,4,2,16,2010
2010,Qtr 2,April,18,Sun,7,No,Apr,4,2,17,2010
2010,Qtr 2,April,19,Mon,1,No,Apr,4,2,17,2010
2010,Qtr 2,April,20,Tue,2,No,Apr,4,2,17,2010
2010,Qtr 2,April,21,Wed,3,No,Apr,4,2,17,2010
2010,Qtr 2,April,22,Thu,4,No,Apr,4,2,17,2010
2010,Qtr 2,April,23,Fri,5,No,Apr,4,2,17,2010
2010,Qtr 2,April,24,Sat,6,No,Apr,4,2,17,2010
2010,Qtr 2,April,25,Sun,7,No,Apr,4,2,18,2010
2010,Qtr 2,April,26,Mon,1,No,Apr,4,2,18,2010
2010,Qtr 2,April,27,Tue,2,No,Apr,4,2,18,2010
2010,Qtr 2,April,28,Wed,3,No,Apr,4,2,18,2010
2010,Qtr 2,April,29,Thu,4,No,Apr,4,2,18,2010
2010,Qtr 2,April,30,Fri,5,No,Apr,4,2,18,2010
2010,Qtr 2,May,1,Sat,6,No,May,5,2,18,2010
2010,Qtr 2,May,2,Sun,7,No,May,5,2,19,2010
2010,Qtr 2,May,3,Mon,1,No,May,5,2,19,2010
2010,Qtr 2,May,4,Tue,2,No,May,5,2,19,2010
2010,Qtr 2,May,5,Wed,3,No,May,5,2,19,2010
2010,Qtr 2,May,6,Thu,4,No,May,5,2,19,2010
2010,Qtr 2,May,7,Fri,5,No,May,5,2,19,2010
2010,Qtr 2,May,8,Sat,6,No,May,5,2,19,2010
2010,Qtr 2,May,9,Sun,7,No,May,5,2,20,2010
2010,Qtr 2,May,10,Mon,1,No,May,5,2,20,2010
2010,Qtr 2,May,11,Tue,2,No,May,5,2,20,2010
2010,Qtr 2,May,12,Wed,3,No,May,5,2,20,2010
2010,Qtr 2,May,13,Thu,4,No,May,5,2,20,2010
2010,Qtr 2,May,14,Fri,5,No,May,5,2,20,2010
2010,Qtr 2,May,15,Sat,6,No,May,5,2,20,2010
2010,Qtr 2,May,16,Sun,7,No,May,5,2,21,2010
2010,Qtr 2,May,17,Mon,1,No,May,5,2,21,2010
2010,Qtr 2,May,18,Tue,2,No,May,5,2,21,2010
2010,Qtr 2,May,19,Wed,3,No,May,5,2,21,2010
2010,Qtr 2,May,20,Thu,4,No,May,5,2,21,2010
2010,Qtr 2,May,21,Fri,5,No,May,5,2,21,2010
2010,Qtr 2,May,22,Sat,6,No,May,5,2,21,2010
2010,Qtr 2,May,23,Sun,7,No,May,5,2,22,2010
2010,Qtr 2,May,24,Mon,1,No,May,5,2,22,2010
2010,Qtr 2,May,25,Tue,2,No,May,5,2,22,2010
2010,Qtr 2,May,26,Wed,3,No,May,5,2,22,2010
2010,Qtr 2,May,27,Thu,4,No,May,5,2,22,2010
2010,Qtr 2,May,28,Fri,5,No,May,5,2,22,2010
2010,Qtr 2,May,29,Sat,6,No,May,5,2,22,2010
2010,Qtr 2,May,30,Sun,7,No,May,5,2,23,2010
2010,Qtr 2,May,31,Mon,1,No,May,5,2,23,2010
2010,Qtr 2,June,1,Tue,2,No,Jun,6,2,23,2010
2010,Qtr 2,June,2,Wed,3,No,Jun,6,2,23,2010
2010,Qtr 2,June,3,Thu,4,No,Jun,6,2,23,2010
2010,Qtr 2,June,4,Fri,5,No,Jun,6,2,23,2010
2010,Qtr 2,June,5,Sat,6,No,Jun,6,2,23,2010
2010,Qtr 2,June,6,Sun,7,No,Jun,6,2,24,2010
2010,Qtr 2,June,7,Mon,1,No,Jun,6,2,24,2010
2010,Qtr 2,June,8,Tue,2,No,Jun,6,2,24,2010
2010,Qtr 2,June,9,Wed,3,No,Jun,6,2,24,2010
2010,Qtr 2,June,10,Thu,4,No,Jun,6,2,24,2010
2010,Qtr 2,June,11,Fri,5,No,Jun,6,2,24,2010
2010,Qtr 2,June,12,Sat,6,No,Jun,6,2,24,2010
2010,Qtr 2,June,13,Sun,7,No,Jun,6,2,25,2010
2010,Qtr 2,June,14,Mon,1,No,Jun,6,2,25,2010
2010,Qtr 2,June,15,Tue,2,No,Jun,6,2,25,2010
2010,Qtr 2,June,16,Wed,3,No,Jun,6,2,25,2010
2010,Qtr 2,June,17,Thu,4,No,Jun,6,2,25,2010
2010,Qtr 2,June,18,Fri,5,No,Jun,6,2,25,2010
2010,Qtr 2,June,19,Sat,6,No,Jun,6,2,25,2010
2010,Qtr 2,June,20,Sun,7,No,Jun,6,2,26,2010
2010,Qtr 2,June,21,Mon,1,No,Jun,6,2,26,2010
2010,Qtr 2,June,22,Tue,2,No,Jun,6,2,26,2010
2010,Qtr 2,June,23,Wed,3,No,Jun,6,2,26,2010
2010,Qtr 2,June,24,Thu,4,No,Jun,6,2,26,2010
2010,Qtr 2,June,25,Fri,5,No,Jun,6,2,26,2010
2010,Qtr 2,June,26,Sat,6,No,Jun,6,2,26,2010
2010,Qtr 2,June,27,Sun,7,No,Jun,6,2,27,2010
2010,Qtr 2,June,28,Mon,1,No,Jun,6,2,27,2010
2010,Qtr 2,June,29,Tue,2,No,Jun,6,2,27,2010
2010,Qtr 2,June,30,Wed,3,No,Jun,6,2,27,2010
2010,Qtr 3,July,1,Thu,4,No,Jul,7,3,27,2010
2010,Qtr 3,July,2,Fri,5,No,Jul,7,3,27,2010
2010,Qtr 3,July,3,Sat,6,No,Jul,7,3,27,2010
2010,Qtr 3,July,4,Sun,7,No,Jul,7,3,28,2010
2010,Qtr 3,July,5,Mon,1,No,Jul,7,3,28,2010
2010,Qtr 3,July,6,Tue,2,No,Jul,7,3,28,2010
2010,Qtr 3,July,7,Wed,3,No,Jul,7,3,28,2010
2010,Qtr 3,July,8,Thu,4,No,Jul,7,3,28,2010
2010,Qtr 3,July,9,Fri,5,No,Jul,7,3,28,2010
2010,Qtr 3,July,10,Sat,6,No,Jul,7,3,28,2010
2010,Qtr 3,July,11,Sun,7,No,Jul,7,3,29,2010
2010,Qtr 3,July,12,Mon,1,No,Jul,7,3,29,2010
2010,Qtr 3,July,13,Tue,2,No,Jul,7,3,29,2010
2010,Qtr 3,July,14,Wed,3,No,Jul,7,3,29,2010
2010,Qtr 3,July,15,Thu,4,No,Jul,7,3,29,2010
2010,Qtr 3,July,16,Fri,5,No,Jul,7,3,29,2010
2010,Qtr 3,July,17,Sat,6,No,Jul,7,3,29,2010
2010,Qtr 3,July,18,Sun,7,No,Jul,7,3,30,2010
2010,Qtr 3,July,19,Mon,1,No,Jul,7,3,30,2010
2010,Qtr 3,July,20,Tue,2,No,Jul,7,3,30,2010
2010,Qtr 3,July,21,Wed,3,No,Jul,7,3,30,2010
2010,Qtr 3,July,22,Thu,4,No,Jul,7,3,30,2010
2010,Qtr 3,July,23,Fri,5,No,Jul,7,3,30,2010
2010,Qtr 3,July,24,Sat,6,No,Jul,7,3,30,2010
2010,Qtr 3,July,25,Sun,7,No,Jul,7,3,31,2010
2010,Qtr 3,July,26,Mon,1,No,Jul,7,3,31,2010
2010,Qtr 3,July,27,Tue,2,No,Jul,7,3,31,2010
2010,Qtr 3,July,28,Wed,3,No,Jul,7,3,31,2010
2010,Qtr 3,July,29,Thu,4,No,Jul,7,3,31,2010
2010,Qtr 3,July,30,Fri,5,No,Jul,7,3,31,2010
2010,Qtr 3,July,31,Sat,6,No,Jul,7,3,31,2010
2010,Qtr 3,August,1,Sun,7,No,Aug,8,3,32,2010
2010,Qtr 3,August,2,Mon,1,No,Aug,8,3,32,2010
2010,Qtr 3,August,3,Tue,2,No,Aug,8,3,32,2010
2010,Qtr 3,August,4,Wed,3,No,Aug,8,3,32,2010
2010,Qtr 3,August,5,Thu,4,No,Aug,8,3,32,2010
2010,Qtr 3,August,6,Fri,5,No,Aug,8,3,32,2010
2010,Qtr 3,August,7,Sat,6,No,Aug,8,3,32,2010
2010,Qtr 3,August,8,Sun,7,No,Aug,8,3,33,2010
2010,Qtr 3,August,9,Mon,1,No,Aug,8,3,33,2010
2010,Qtr 3,August,10,Tue,2,No,Aug,8,3,33,2010
2010,Qtr 3,August,11,Wed,3,No,Aug,8,3,33,2010
2010,Qtr 3,August,12,Thu,4,No,Aug,8,3,33,2010
2010,Qtr 3,August,13,Fri,5,No,Aug,8,3,33,2010
2010,Qtr 3,August,14,Sat,6,No,Aug,8,3,33,2010
2010,Qtr 3,August,15,Sun,7,No,Aug,8,3,34,2010
2010,Qtr 3,August,16,Mon,1,No,Aug,8,3,34,2010
2010,Qtr 3,August,17,Tue,2,No,Aug,8,3,34,2010
2010,Qtr 3,August,18,Wed,3,No,Aug,8,3,34,2010
2010,Qtr 3,August,19,Thu,4,No,Aug,8,3,34,2010
2010,Qtr 3,August,20,Fri,5,No,Aug,8,3,34,2010
2010,Qtr 3,August,21,Sat,6,No,Aug,8,3,34,2010
2010,Qtr 3,August,22,Sun,7,No,Aug,8,3,35,2010
2010,Qtr 3,August,23,Mon,1,No,Aug,8,3,35,2010
2010,Qtr 3,August,24,Tue,2,No,Aug,8,3,35,2010
2010,Qtr 3,August,25,Wed,3,No,Aug,8,3,35,2010
2010,Qtr 3,August,26,Thu,4,No,Aug,8,3,35,2010
2010,Qtr 3,August,27,Fri,5,No,Aug,8,3,35,2010
2010,Qtr 3,August,28,Sat,6,No,Aug,8,3,35,2010
2010,Qtr 3,August,29,Sun,7,No,Aug,8,3,36,2010
2010,Qtr 3,August,30,Mon,1,No,Aug,8,3,36,2010
2010,Qtr 3,August,31,Tue,2,No,Aug,8,3,36,2010
2010,Qtr 3,September,1,Wed,3,No,Sep,9,3,36,2010
2010,Qtr 3,September,2,Thu,4,No,Sep,9,3,36,2010
2010,Qtr 3,September,3,Fri,5,No,Sep,9,3,36,2010
2010,Qtr 3,September,4,Sat,6,No,Sep,9,3,36,2010
2010,Qtr 3,September,5,Sun,7,No,Sep,9,3,37,2010
2010,Qtr 3,September,6,Mon,1,No,Sep,9,3,37,2010
2010,Qtr 3,September,7,Tue,2,No,Sep,9,3,37,2010
2010,Qtr 3,September,8,Wed,3,No,Sep,9,3,37,2010
2010,Qtr 3,September,9,Thu,4,No,Sep,9,3,37,2010
2010,Qtr 3,September,10,Fri,5,No,Sep,9,3,37,2010
2010,Qtr 3,September,11,Sat,6,No,Sep,9,3,37,2010
2010,Qtr 3,September,12,Sun,7,No,Sep,9,3,38,2010
2010,Qtr 3,September,13,Mon,1,No,Sep,9,3,38,2010
2010,Qtr 3,September,14,Tue,2,No,Sep,9,3,38,2010
2010,Qtr 3,September,15,Wed,3,No,Sep,9,3,38,2010
2010,Qtr 3,September,16,Thu,4,No,Sep,9,3,38,2010
2010,Qtr 3,September,17,Fri,5,No,Sep,9,3,38,2010
2010,Qtr 3,September,18,Sat,6,No,Sep,9,3,38,2010
2010,Qtr 3,September,19,Sun,7,No,Sep,9,3,39,2010
2010,Qtr 3,September,20,Mon,1,No,Sep,9,3,39,2010
2010,Qtr 3,September,21,Tue,2,No,Sep,9,3,39,2010
2010,Qtr 3,September,22,Wed,3,No,Sep,9,3,39,2010
2010,Qtr 3,September,23,Thu,4,No,Sep,9,3,39,2010
2010,Qtr 3,September,24,Fri,5,No,Sep,9,3,39,2010
2010,Qtr 3,September,25,Sat,6,No,Sep,9,3,39,2010
2010,Qtr 3,September,26,Sun,7,No,Sep,9,3,40,2010
2010,Qtr 3,September,27,Mon,1,No,Sep,9,3,40,2010
